Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Mileage_Group
BMW,3 Series,2009,3.5,Hybrid,Semi-Automatic,150273,3,5,8294,High Mileage
Hyundai,Elantra,2004,2.3,Diesel,Automatic,68714,4,4,7725,Low Mileage
Volkswagen,Passat,2011,4.7,Diesel,Manual,179768,5,5,8504,High Mileage
Volkswagen,Passat,2017,3.5,Petrol,Manual,114288,5,2,10414,Medium Mileage
Hyundai,Sonata,2008,4.0,Electric,Automatic,137339,4,3,11253,Medium Mileage
Audi,A3,2019,3.8,Electric,Automatic,37886,5,3,16342,Low Mileage
Hyundai,Tucson,2019,3.5,Hybrid,Automatic,128476,3,4,13230,Medium Mileage
Chevrolet,Malibu,2009,3.8,Electric,Automatic,265820,5,4,8783,Very High Mileage
Volkswagen,Tiguan,2015,4.5,Hybrid,Automatic,51637,3,5,14567,Low Mileage
Audi,Q5,2011,4.3,Petrol,Automatic,219039,2,2,8819,High Mileage
Chevrolet,Equinox,2023,1.4,Petrol,Semi-Automatic,251150,5,1,7377,Very High Mileage
BMW,3 Series,2014,2.0,Electric,Automatic,92489,4,1,11950,Medium Mileage
Ford,Focus,2003,4.4,Hybrid,Semi-Automatic,273359,5,2,4932,Very High Mileage
Hyundai,Elantra,2017,2.8,Diesel,Semi-Automatic,165761,5,3,8684,High Mileage
Honda,Accord,2021,1.2,Petrol,Semi-Automatic,145536,3,4,8689,Medium Mileage
Toyota,RAV4,2014,4.1,Petrol,Semi-Automatic,269014,4,2,7019,Very High Mileage
Kia,Optima,2000,2.7,Petrol,Automatic,296210,3,3,2375,Very High Mileage
Chevrolet,Impala,2012,1.5,Petrol,Manual,21542,2,2,8769,Low Mileage
BMW,X5,2012,3.1,Electric,Manual,214949,2,3,8501,High Mileage
Ford,Explorer,2006,4.4,Diesel,Semi-Automatic,16247,3,5,9975,Low Mileage
BMW,5 Series,2019,4.4,Diesel,Manual,205659,4,2,10086,High Mileage
Toyota,Corolla,2007,5.0,Electric,Automatic,75170,4,4,13196,Medium Mileage
Ford,Explorer,2013,1.5,Electric,Manual,67309,3,5,10153,Low Mileage
Honda,Accord,2005,3.0,Hybrid,Semi-Automatic,20410,4,5,9191,Low Mileage
Honda,Civic,2010,5.0,Diesel,Manual,13964,3,2,11820,Low Mileage
BMW,X5,2023,2.9,Electric,Semi-Automatic,290237,2,3,10095,Very High Mileage
Hyundai,Elantra,2007,2.8,Diesel,Semi-Automatic,81687,3,1,7366,Medium Mileage
Hyundai,Sonata,2020,3.6,Diesel,Semi-Automatic,17388,2,1,13352,Low Mileage
Kia,Rio,2010,3.3,Electric,Semi-Automatic,221294,5,1,7974,High Mileage
Audi,A4,2005,3.2,Electric,Automatic,210689,5,5,8086,High Mileage
Chevrolet,Impala,2004,2.6,Hybrid,Automatic,189597,3,1,6608,High Mileage
Volkswagen,Tiguan,2021,3.4,Electric,Automatic,253435,5,2,12231,Very High Mileage
Honda,Accord,2009,1.8,Hybrid,Semi-Automatic,31599,2,4,8968,Low Mileage
Toyota,Camry,2001,3.2,Hybrid,Manual,34506,3,5,7909,Low Mileage
BMW,X5,2003,3.5,Petrol,Semi-Automatic,156924,5,2,5361,High Mileage
Honda,Accord,2002,1.9,Electric,Semi-Automatic,136171,2,1,5876,Medium Mileage
BMW,X5,2015,2.9,Hybrid,Semi-Automatic,19381,4,3,12112,Low Mileage
Mercedes,E-Class,2009,3.6,Diesel,Manual,225418,2,5,5891,Very High Mileage
BMW,5 Series,2014,3.7,Hybrid,Semi-Automatic,267929,4,1,7641,Very High Mileage
Kia,Rio,2023,3.8,Diesel,Semi-Automatic,250150,5,4,9797,Very High Mileage
Hyundai,Sonata,2014,2.0,Electric,Automatic,255481,3,5,8690,Very High Mileage
Audi,A3,2016,3.5,Petrol,Semi-Automatic,31540,4,1,11769,Low Mileage
Ford,Fiesta,2014,4.0,Diesel,Semi-Automatic,77561,2,4,10748,Medium Mileage
Ford,Focus,2021,3.2,Diesel,Manual,49396,4,4,12612,Low Mileage
Audi,A3,2008,3.6,Electric,Automatic,245830,2,1,8683,Very High Mileage
Toyota,Corolla,2023,4.8,Electric,Automatic,147067,4,2,16358,Medium Mileage
Kia,Sportage,2016,4.5,Hybrid,Automatic,54099,3,2,14818,Low Mileage
Toyota,Corolla,2006,4.4,Hybrid,Semi-Automatic,169351,2,2,7912,High Mileage
Toyota,Camry,2000,3.9,Electric,Semi-Automatic,118183,5,2,7636,Medium Mileage
Mercedes,E-Class,2020,2.5,Diesel,Automatic,200750,2,4,10085,High Mileage
Audi,Q5,2017,2.0,Hybrid,Manual,88505,2,2,10429,Medium Mileage
Mercedes,GLA,2013,4.2,Petrol,Semi-Automatic,69904,3,3,10801,Low Mileage
Hyundai,Elantra,2010,1.9,Diesel,Automatic,259644,3,2,5307,Very High Mileage
Honda,CR-V,2010,1.5,Hybrid,Manual,16930,3,5,9261,Low Mileage
Ford,Focus,2022,4.2,Petrol,Automatic,200947,3,2,12381,High Mileage
Ford,Explorer,2023,4.4,Diesel,Automatic,28301,2,1,16333,Low Mileage
Chevrolet,Equinox,2017,1.1,Hybrid,Semi-Automatic,283706,3,5,5625,Very High Mileage
Hyundai,Elantra,2001,3.1,Hybrid,Semi-Automatic,269475,2,3,3110,Very High Mileage
Audi,Q5,2005,1.5,Petrol,Manual,7606,5,1,6947,Low Mileage
Mercedes,E-Class,2009,3.9,Diesel,Semi-Automatic,299045,4,4,4719,Very High Mileage
Kia,Rio,2022,2.6,Electric,Automatic,132155,3,3,14156,Medium Mileage
Toyota,RAV4,2013,1.6,Electric,Automatic,112579,5,1,10848,Medium Mileage
Audi,Q5,2000,4.1,Hybrid,Manual,275004,5,1,3699,Very High Mileage
Hyundai,Sonata,2002,2.1,Hybrid,Semi-Automatic,291445,3,1,2000,Very High Mileage
Hyundai,Elantra,2022,2.4,Petrol,Automatic,98507,2,4,12629,Medium Mileage
Audi,A3,2018,1.1,Diesel,Semi-Automatic,12539,3,3,10349,Low Mileage
Volkswagen,Golf,2020,2.0,Hybrid,Semi-Automatic,166859,4,1,9762,High Mileage
Audi,Q5,2002,3.2,Hybrid,Automatic,122820,2,5,7943,Medium Mileage
Ford,Fiesta,2016,3.4,Diesel,Manual,21265,3,2,11874,Low Mileage
Honda,CR-V,2003,1.8,Electric,Manual,291766,4,2,2964,Very High Mileage
Audi,A3,2004,3.4,Electric,Semi-Automatic,40723,5,1,9885,Low Mileage
Chevrolet,Impala,2009,3.1,Petrol,Manual,192172,5,5,6056,High Mileage
Audi,A4,2023,4.2,Electric,Automatic,210669,5,2,14486,High Mileage
Hyundai,Sonata,2012,2.2,Hybrid,Manual,262490,5,2,5650,Very High Mileage
Ford,Focus,2001,3.6,Petrol,Semi-Automatic,186632,5,2,4267,High Mileage
Hyundai,Tucson,2013,2.3,Diesel,Automatic,62011,5,2,10559,Low Mileage
BMW,5 Series,2001,4.0,Diesel,Manual,265062,5,1,3098,Very High Mileage
Honda,CR-V,2011,4.7,Diesel,Manual,66344,4,3,10773,Low Mileage
Chevrolet,Impala,2022,4.4,Electric,Manual,12784,4,2,16844,Low Mileage
Hyundai,Elantra,2016,1.4,Diesel,Manual,132100,2,4,7658,Medium Mileage
Volkswagen,Golf,2003,3.5,Petrol,Manual,131830,4,5,5863,Medium Mileage
Ford,Explorer,2018,2.3,Electric,Semi-Automatic,251272,3,3,8774,Very High Mileage
BMW,3 Series,2017,3.2,Electric,Automatic,260143,4,2,10697,Very High Mileage
Kia,Sportage,2007,3.1,Electric,Semi-Automatic,1798,2,2,11264,Low Mileage
Honda,Civic,2018,3.6,Diesel,Manual,151690,5,5,10066,High Mileage
Volkswagen,Passat,2003,2.6,Electric,Manual,89008,5,3,7819,Medium Mileage
BMW,3 Series,2007,2.5,Electric,Manual,197226,2,2,6755,High Mileage
Honda,Accord,2019,3.3,Electric,Manual,92502,2,2,13249,Medium Mileage
Ford,Focus,2006,2.5,Diesel,Automatic,83216,2,2,8235,Medium Mileage
Ford,Fiesta,2013,4.2,Diesel,Manual,233548,4,5,7529,Very High Mileage
BMW,X5,2004,1.4,Petrol,Manual,1117,4,1,6677,Low Mileage
Chevrolet,Impala,2022,4.7,Diesel,Manual,114692,4,1,13106,Medium Mileage
Kia,Optima,2010,1.9,Electric,Manual,244535,4,1,6109,Very High Mileage
Toyota,RAV4,2004,2.0,Electric,Automatic,244381,4,2,5912,Very High Mileage
Chevrolet,Equinox,2014,1.5,Diesel,Semi-Automatic,106718,5,1,7665,Medium Mileage
Mercedes,C-Class,2023,1.3,Hybrid,Automatic,25562,2,5,14288,Low Mileage
Ford,Explorer,2017,2.7,Electric,Semi-Automatic,277046,4,4,8359,Very High Mileage
Volkswagen,Golf,2021,2.2,Hybrid,Automatic,155769,4,3,11984,High Mileage
Mercedes,C-Class,2017,1.3,Electric,Automatic,83470,5,2,12330,Medium Mileage
Volkswagen,Tiguan,2009,4.1,Diesel,Manual,176931,2,1,7361,High Mileage
Toyota,Corolla,2003,2.1,Hybrid,Semi-Automatic,197705,5,2,4145,High Mileage
Mercedes,E-Class,2015,3.2,Diesel,Manual,237669,2,1,7046,Very High Mileage
Audi,Q5,2012,2.1,Hybrid,Manual,14736,2,5,10505,Low Mileage
Volkswagen,Tiguan,2023,1.1,Hybrid,Manual,240749,2,5,8285,Very High Mileage
BMW,X5,2015,4.3,Electric,Semi-Automatic,64681,4,4,13606,Low Mileage
Ford,Explorer,2003,1.1,Hybrid,Semi-Automatic,195097,2,5,3198,High Mileage
Hyundai,Tucson,2011,4.2,Diesel,Automatic,205718,2,2,8985,High Mileage
Volkswagen,Passat,2002,2.2,Diesel,Manual,285342,5,2,2000,Very High Mileage
BMW,X5,2019,3.2,Electric,Automatic,47918,3,2,15541,Low Mileage
Honda,Accord,2004,3.5,Petrol,Semi-Automatic,196673,4,5,4866,High Mileage
Volkswagen,Golf,2015,4.4,Hybrid,Automatic,1847,3,4,15463,Low Mileage
Honda,CR-V,2005,4.4,Electric,Manual,275566,2,2,6488,Very High Mileage
Hyundai,Sonata,2023,1.7,Petrol,Manual,165134,4,4,9397,High Mileage
Ford,Explorer,2008,2.8,Petrol,Automatic,171057,2,1,7378,High Mileage
Ford,Focus,2022,1.7,Hybrid,Manual,13255,5,1,13134,Low Mileage
Ford,Fiesta,2016,1.1,Petrol,Semi-Automatic,97530,4,5,8049,Medium Mileage
Kia,Sportage,2013,4.1,Hybrid,Manual,66636,4,2,11767,Low Mileage
Ford,Explorer,2018,2.0,Electric,Manual,208069,5,4,9338,High Mileage
Chevrolet,Impala,2006,4.8,Hybrid,Automatic,92339,2,3,11353,Medium Mileage
Honda,Accord,2022,4.5,Petrol,Semi-Automatic,294589,4,4,9308,Very High Mileage
Toyota,Camry,2013,1.7,Hybrid,Semi-Automatic,256028,5,2,5579,Very High Mileage
Ford,Fiesta,2018,2.8,Electric,Manual,247804,5,4,9343,Very High Mileage
Toyota,Corolla,2000,2.3,Electric,Manual,34440,3,3,7711,Low Mileage
Kia,Optima,2000,4.9,Hybrid,Manual,3346,3,3,9933,Low Mileage
Kia,Rio,2019,4.8,Diesel,Manual,234831,2,5,9903,Very High Mileage
Volkswagen,Passat,2019,3.1,Electric,Manual,102958,3,5,12840,Medium Mileage
Volkswagen,Tiguan,2009,4.0,Hybrid,Semi-Automatic,186118,5,1,8077,High Mileage
Honda,Accord,2006,3.4,Electric,Semi-Automatic,266689,3,3,5966,Very High Mileage
Honda,CR-V,2020,3.6,Hybrid,Manual,289815,5,2,8903,Very High Mileage
Volkswagen,Tiguan,2016,2.7,Petrol,Automatic,193749,4,3,9225,High Mileage
Audi,A3,2010,1.4,Petrol,Automatic,256955,2,3,4860,Very High Mileage
Hyundai,Tucson,2021,3.6,Diesel,Automatic,129081,4,5,12918,Medium Mileage
Mercedes,C-Class,2009,3.9,Diesel,Automatic,227118,5,3,7657,Very High Mileage
Toyota,RAV4,2017,2.8,Electric,Manual,136677,3,3,11266,Medium Mileage
Ford,Fiesta,2019,4.2,Diesel,Automatic,120374,2,2,13092,Medium Mileage
Kia,Sportage,2018,5.0,Hybrid,Manual,178565,5,2,11928,High Mileage
Audi,A4,2010,2.9,Diesel,Semi-Automatic,163878,4,2,6722,High Mileage
BMW,3 Series,2019,1.0,Petrol,Semi-Automatic,158912,4,2,7621,High Mileage
Kia,Sportage,2006,3.5,Hybrid,Manual,80378,3,2,8792,Medium Mileage
Volkswagen,Golf,2014,2.4,Diesel,Semi-Automatic,123882,3,5,8222,Medium Mileage
Kia,Optima,2006,3.3,Electric,Semi-Automatic,30141,3,5,10597,Low Mileage
Ford,Focus,2005,3.9,Hybrid,Manual,37096,5,2,9758,Low Mileage
Audi,Q5,2021,2.3,Petrol,Semi-Automatic,38439,4,1,11931,Low Mileage
Toyota,RAV4,2012,2.8,Electric,Semi-Automatic,297859,4,3,6542,Very High Mileage
Hyundai,Elantra,2004,1.4,Diesel,Semi-Automatic,36153,5,4,5976,Low Mileage
Kia,Optima,2006,1.2,Hybrid,Semi-Automatic,273953,4,4,2620,Very High Mileage
Volkswagen,Golf,2014,4.8,Electric,Semi-Automatic,154335,3,2,12013,High Mileage
Honda,Accord,2003,4.4,Hybrid,Automatic,283836,5,2,6223,Very High Mileage
Mercedes,E-Class,2015,2.1,Hybrid,Manual,297328,2,3,5753,Very High Mileage
Toyota,Camry,2004,3.9,Diesel,Manual,292261,4,5,3354,Very High Mileage
Hyundai,Elantra,2018,4.6,Diesel,Semi-Automatic,220518,2,2,9689,High Mileage
Chevrolet,Equinox,2012,3.1,Petrol,Automatic,295072,5,2,6398,Very High Mileage
Ford,Fiesta,2022,2.1,Hybrid,Manual,213111,5,1,9537,High Mileage
Chevrolet,Malibu,2017,3.8,Electric,Manual,14956,2,3,14700,Low Mileage
Kia,Optima,2018,4.7,Petrol,Automatic,54454,2,2,14610,Low Mileage
Audi,Q5,2000,2.1,Hybrid,Semi-Automatic,6916,3,3,7061,Low Mileage
Ford,Explorer,2017,3.4,Petrol,Semi-Automatic,209941,2,2,8401,High Mileage
Chevrolet,Impala,2005,3.2,Petrol,Manual,137054,2,1,6058,Medium Mileage
Ford,Explorer,2003,4.6,Hybrid,Semi-Automatic,284897,5,2,4902,Very High Mileage
Ford,Fiesta,2010,1.2,Electric,Semi-Automatic,55837,4,1,9183,Low Mileage
Volkswagen,Tiguan,2016,4.4,Diesel,Automatic,149333,3,3,11813,Medium Mileage
Mercedes,GLA,2011,1.9,Petrol,Automatic,158126,4,3,7637,High Mileage
Hyundai,Elantra,2000,3.1,Electric,Automatic,19996,3,1,10300,Low Mileage
Mercedes,C-Class,2015,2.7,Diesel,Semi-Automatic,182594,3,1,7648,High Mileage
BMW,X5,2011,3.1,Petrol,Manual,21375,2,4,10072,Low Mileage
Hyundai,Sonata,2005,3.7,Electric,Semi-Automatic,88641,5,1,9527,Medium Mileage
Volkswagen,Passat,2013,1.6,Petrol,Manual,237413,2,3,4851,Very High Mileage
Audi,A4,2007,2.6,Electric,Manual,26607,4,2,10267,Low Mileage
BMW,3 Series,2011,1.3,Petrol,Automatic,182449,2,3,6551,High Mileage
Honda,CR-V,2002,2.0,Petrol,Semi-Automatic,94713,2,5,4805,Medium Mileage
Kia,Sportage,2000,4.7,Hybrid,Manual,79995,3,1,8200,Medium Mileage
Kia,Optima,2020,5.0,Electric,Automatic,85317,3,1,16893,Medium Mileage
Audi,A3,2007,2.9,Petrol,Semi-Automatic,93930,5,4,7221,Medium Mileage
Ford,Explorer,2023,1.2,Hybrid,Automatic,122511,5,1,12249,Medium Mileage
Hyundai,Elantra,2018,4.7,Hybrid,Semi-Automatic,131134,3,5,12577,Medium Mileage
BMW,X5,2008,2.6,Hybrid,Automatic,124257,3,4,9114,Medium Mileage
Hyundai,Sonata,2020,4.1,Petrol,Semi-Automatic,277774,4,5,8644,Very High Mileage
Ford,Focus,2013,4.9,Diesel,Semi-Automatic,128700,2,2,10326,Medium Mileage
Hyundai,Sonata,2015,1.6,Diesel,Automatic,13888,4,4,11422,Low Mileage
Mercedes,E-Class,2018,1.7,Electric,Automatic,35106,5,3,13997,Low Mileage
Chevrolet,Impala,2022,4.4,Hybrid,Semi-Automatic,176976,5,5,12560,High Mileage
Chevrolet,Impala,2011,2.5,Hybrid,Automatic,99892,3,3,10402,Medium Mileage
Chevrolet,Equinox,2017,3.6,Petrol,Automatic,87376,3,2,12552,Medium Mileage
Ford,Explorer,2012,2.3,Hybrid,Semi-Automatic,137281,2,1,8254,Medium Mileage
Hyundai,Tucson,2020,3.1,Diesel,Automatic,154172,2,1,11616,High Mileage
Honda,Accord,2001,2.9,Electric,Automatic,119000,3,2,8420,Medium Mileage
Toyota,Corolla,2021,2.1,Diesel,Manual,34344,5,1,11813,Low Mileage
Chevrolet,Malibu,2001,4.2,Hybrid,Semi-Automatic,270353,4,3,4192,Very High Mileage
Hyundai,Tucson,2005,2.5,Electric,Automatic,14321,4,5,11313,Low Mileage
Chevrolet,Equinox,2016,3.6,Diesel,Semi-Automatic,159769,2,4,9304,High Mileage
Volkswagen,Tiguan,2015,5.0,Electric,Semi-Automatic,204501,3,2,11509,High Mileage
Honda,Civic,2000,3.2,Electric,Automatic,108747,4,5,8625,Medium Mileage
Toyota,Camry,2020,2.7,Petrol,Automatic,280261,5,2,8694,Very High Mileage
Volkswagen,Golf,2022,3.1,Diesel,Semi-Automatic,71896,4,2,12362,Low Mileage
Ford,Focus,2001,2.4,Petrol,Semi-Automatic,157739,2,1,3645,High Mileage
Hyundai,Tucson,2010,2.6,Electric,Manual,6294,4,2,11574,Low Mileage
Hyundai,Tucson,2001,1.8,Diesel,Semi-Automatic,210021,2,2,2000,High Mileage
Honda,Civic,2019,2.9,Electric,Semi-Automatic,131974,5,2,12060,Medium Mileage
Honda,Civic,2010,1.3,Petrol,Automatic,1130,5,3,9877,Low Mileage
Toyota,RAV4,2000,1.4,Diesel,Semi-Automatic,213571,4,3,2000,High Mileage
Chevrolet,Impala,2023,1.4,Electric,Semi-Automatic,128077,3,1,11838,Medium Mileage
Audi,A3,2003,3.3,Electric,Automatic,128001,2,5,9239,Medium Mileage
Hyundai,Elantra,2014,2.8,Electric,Manual,190385,2,3,9292,High Mileage
Toyota,RAV4,2000,1.8,Hybrid,Manual,129830,4,4,4303,Medium Mileage
Hyundai,Tucson,2007,2.0,Electric,Automatic,266591,5,2,6368,Very High Mileage
Volkswagen,Golf,2002,3.9,Petrol,Automatic,120286,2,3,7694,Medium Mileage
Mercedes,C-Class,2008,2.2,Diesel,Semi-Automatic,77294,2,1,7154,Medium Mileage
Volkswagen,Passat,2014,3.5,Petrol,Automatic,229000,3,5,8720,Very High Mileage
Mercedes,E-Class,2022,4.6,Diesel,Semi-Automatic,18092,2,5,14938,Low Mileage
Chevrolet,Malibu,2015,4.7,Diesel,Semi-Automatic,265634,5,2,7987,Very High Mileage
Hyundai,Sonata,2014,4.4,Diesel,Semi-Automatic,92731,2,2,10845,Medium Mileage
Volkswagen,Tiguan,2001,5.0,Diesel,Semi-Automatic,243628,2,4,4527,Very High Mileage
Kia,Optima,2001,3.8,Hybrid,Automatic,149271,4,5,7714,Medium Mileage
Audi,Q5,2001,3.9,Electric,Automatic,285572,3,3,6088,Very High Mileage
Kia,Optima,2019,1.5,Electric,Manual,42407,4,5,12451,Low Mileage
Mercedes,C-Class,2001,2.7,Diesel,Manual,176838,4,5,3563,High Mileage
Audi,A4,2013,3.9,Petrol,Semi-Automatic,243447,4,1,7031,Very High Mileage
Toyota,Camry,2008,3.4,Diesel,Semi-Automatic,202840,2,4,5843,High Mileage
Toyota,Corolla,2009,3.7,Hybrid,Manual,76999,5,2,9960,Medium Mileage
Toyota,Corolla,2016,1.2,Petrol,Semi-Automatic,203550,2,3,6029,High Mileage
Chevrolet,Impala,2012,4.4,Electric,Automatic,51605,4,3,14567,Low Mileage
Audi,A4,2015,2.7,Hybrid,Semi-Automatic,179849,2,1,8703,High Mileage
Toyota,Corolla,2010,2.1,Electric,Semi-Automatic,207137,3,4,7057,High Mileage
Volkswagen,Golf,2007,4.1,Petrol,Semi-Automatic,124068,2,5,7818,Medium Mileage
Audi,A4,2019,3.3,Hybrid,Semi-Automatic,290448,5,2,8291,Very High Mileage
Ford,Explorer,2003,3.5,Diesel,Semi-Automatic,231236,3,5,3875,Very High Mileage
Chevrolet,Malibu,2005,3.4,Petrol,Semi-Automatic,20180,5,2,8596,Low Mileage
Honda,CR-V,2021,2.3,Hybrid,Manual,22943,4,3,13241,Low Mileage
Chevrolet,Malibu,2011,4.7,Petrol,Automatic,176791,4,2,10064,High Mileage
BMW,X5,2002,1.8,Petrol,Manual,190460,4,3,2690,High Mileage
Hyundai,Sonata,2014,1.2,Petrol,Manual,63068,5,4,8238,Low Mileage
Hyundai,Elantra,2006,1.6,Diesel,Manual,187881,2,1,3742,High Mileage
Audi,Q5,2020,3.8,Hybrid,Semi-Automatic,101820,4,3,12863,Medium Mileage
Kia,Optima,2011,4.5,Hybrid,Manual,96051,2,1,10978,Medium Mileage
Ford,Focus,2020,4.9,Petrol,Manual,149792,3,1,12004,High Mileage
Volkswagen,Tiguan,2005,1.1,Hybrid,Semi-Automatic,80175,3,3,6096,Medium Mileage
Volkswagen,Tiguan,2014,1.4,Electric,Manual,44269,5,1,10814,Low Mileage
Ford,Explorer,2008,2.4,Petrol,Semi-Automatic,36305,4,2,8173,Low Mileage
Kia,Optima,2006,1.9,Hybrid,Automatic,163692,4,3,7026,High Mileage
Audi,A3,2015,4.8,Petrol,Automatic,291332,4,4,9073,Very High Mileage
Chevrolet,Equinox,2014,4.5,Hybrid,Manual,58937,2,5,12621,Low Mileage
Toyota,RAV4,2020,1.6,Electric,Semi-Automatic,179761,2,5,10104,High Mileage
Toyota,Camry,2008,1.7,Electric,Manual,282865,3,3,4542,Very High Mileage
Audi,A4,2003,1.4,Electric,Semi-Automatic,75766,4,5,6884,Medium Mileage
Audi,A4,2013,3.5,Hybrid,Automatic,182916,5,2,10341,High Mileage
Chevrolet,Malibu,2019,3.9,Diesel,Manual,144476,4,5,10810,Medium Mileage
Chevrolet,Malibu,2022,2.1,Petrol,Automatic,284512,3,5,8609,Very High Mileage
Chevrolet,Impala,2019,3.7,Hybrid,Semi-Automatic,130097,2,5,11898,Medium Mileage
Chevrolet,Equinox,2023,2.3,Hybrid,Automatic,56104,4,3,14677,Low Mileage
Honda,CR-V,2007,2.2,Hybrid,Semi-Automatic,52019,4,1,8359,Low Mileage
Mercedes,C-Class,2002,4.2,Diesel,Semi-Automatic,219610,2,2,4507,High Mileage
Toyota,Corolla,2019,2.7,Diesel,Manual,233642,2,2,7827,Very High Mileage
BMW,X5,2005,2.3,Petrol,Automatic,179932,4,4,5801,High Mileage
BMW,X5,2007,2.6,Petrol,Semi-Automatic,26838,3,5,8263,Low Mileage
Hyundai,Sonata,2015,2.3,Petrol,Manual,158003,5,4,7739,High Mileage
Honda,Civic,2005,2.7,Electric,Manual,12785,3,5,10044,Low Mileage
Toyota,RAV4,2000,1.5,Hybrid,Automatic,155787,5,2,4984,High Mileage
Ford,Explorer,2012,4.3,Petrol,Automatic,64520,3,5,12209,Low Mileage
BMW,3 Series,2005,4.8,Hybrid,Semi-Automatic,232537,5,1,6749,Very High Mileage
Audi,Q5,2020,2.5,Petrol,Automatic,70334,4,4,12693,Low Mileage
Audi,Q5,2006,2.6,Hybrid,Semi-Automatic,111820,4,4,7263,Medium Mileage
Kia,Optima,2015,1.1,Electric,Semi-Automatic,287171,5,2,5956,Very High Mileage
Hyundai,Sonata,2021,4.7,Petrol,Manual,70010,3,2,13699,Low Mileage
Toyota,Camry,2012,3.3,Petrol,Manual,161823,5,2,7763,High Mileage
BMW,X5,2007,1.5,Diesel,Automatic,192279,5,2,5354,High Mileage
Mercedes,C-Class,2011,2.5,Electric,Semi-Automatic,36869,3,4,11162,Low Mileage
Volkswagen,Passat,2007,3.5,Electric,Automatic,83960,2,2,11520,Medium Mileage
Volkswagen,Golf,2014,4.3,Diesel,Automatic,197965,5,4,10140,High Mileage
Chevrolet,Equinox,2017,2.5,Electric,Manual,299947,2,4,7701,Very High Mileage
Kia,Sportage,2012,1.2,Diesel,Semi-Automatic,17005,3,1,8559,Low Mileage
Kia,Optima,2007,3.5,Hybrid,Automatic,282147,4,1,6557,Very High Mileage
Ford,Fiesta,2006,2.0,Hybrid,Semi-Automatic,280447,3,1,3291,Very High Mileage
Audi,Q5,2003,3.4,Electric,Automatic,78808,3,4,10323,Medium Mileage
Honda,CR-V,2021,3.8,Hybrid,Semi-Automatic,152715,4,5,12145,High Mileage
Hyundai,Tucson,2015,2.5,Hybrid,Manual,108890,5,4,9922,Medium Mileage
Hyundai,Elantra,2014,3.9,Diesel,Semi-Automatic,250210,4,3,7195,Very High Mileage
Audi,A4,2006,2.3,Electric,Automatic,9729,3,3,11505,Low Mileage
Audi,A3,2017,4.3,Electric,Automatic,110919,3,1,14781,Medium Mileage
Chevrolet,Malibu,2019,2.8,Hybrid,Manual,169599,5,5,10208,High Mileage
Audi,A3,2018,4.7,Electric,Semi-Automatic,287915,2,1,10441,Very High Mileage
Honda,Accord,2016,3.4,Diesel,Automatic,230777,4,5,9184,Very High Mileage
Kia,Optima,2015,1.8,Diesel,Semi-Automatic,89738,2,3,8605,Medium Mileage
Chevrolet,Malibu,2021,4.7,Diesel,Automatic,177602,4,5,13047,High Mileage
Volkswagen,Golf,2005,3.8,Diesel,Automatic,138757,2,1,8124,Medium Mileage
Toyota,RAV4,2001,3.1,Hybrid,Semi-Automatic,80772,2,5,6884,Medium Mileage
Honda,Civic,2015,3.7,Hybrid,Manual,130593,3,5,10688,Medium Mileage
Ford,Explorer,2015,1.8,Electric,Semi-Automatic,83464,3,1,10730,Medium Mileage
Chevrolet,Equinox,2003,1.9,Electric,Manual,135168,3,2,6196,Medium Mileage
Honda,Civic,2001,3.4,Diesel,Manual,10808,3,3,7583,Low Mileage
Mercedes,GLA,2016,2.7,Petrol,Automatic,5216,5,5,12995,Low Mileage
Honda,CR-V,2009,1.0,Hybrid,Automatic,2425,2,2,10251,Low Mileage
Toyota,Corolla,2002,2.1,Electric,Semi-Automatic,205620,4,5,4687,High Mileage
BMW,3 Series,2003,4.8,Hybrid,Automatic,222592,5,2,7848,High Mileage
Mercedes,C-Class,2002,1.2,Diesel,Semi-Automatic,66838,2,4,4563,Low Mileage
Volkswagen,Passat,2012,1.9,Electric,Semi-Automatic,149619,4,4,8607,High Mileage
Audi,Q5,2015,3.1,Petrol,Automatic,249625,2,4,8207,Very High Mileage
Honda,CR-V,2006,2.1,Hybrid,Automatic,118204,3,5,8135,Medium Mileage
Hyundai,Sonata,2015,2.5,Petrol,Semi-Automatic,209042,4,3,6919,High Mileage
BMW,5 Series,2022,3.5,Diesel,Semi-Automatic,211848,4,5,9963,High Mileage
Mercedes,GLA,2002,4.0,Diesel,Manual,164115,3,3,5417,High Mileage
Kia,Sportage,2000,4.5,Hybrid,Automatic,91157,4,3,9276,Medium Mileage
Hyundai,Tucson,2010,4.4,Petrol,Automatic,268313,5,5,7633,Very High Mileage
Audi,A3,2002,4.5,Diesel,Semi-Automatic,8398,4,4,9032,Low Mileage
Toyota,Camry,2006,4.3,Electric,Semi-Automatic,272803,4,4,6743,Very High Mileage
Kia,Sportage,2008,2.3,Petrol,Manual,78241,5,1,7235,Medium Mileage
BMW,X5,2013,4.7,Petrol,Semi-Automatic,143073,5,5,9838,Medium Mileage
Ford,Explorer,2007,4.0,Electric,Automatic,98916,3,5,11721,Medium Mileage
Toyota,Corolla,2009,4.5,Electric,Manual,59291,3,1,12114,Low Mileage
Kia,Optima,2023,2.3,Diesel,Manual,30624,4,5,12687,Low Mileage
